"[98, 43.18213992270621]","[96, 40.857374408933744]","[97, 39.341143977016124]","[9, 38.16745305841657]","[95, 36.0412693115354]","[963, 35.5030635731038]","[919, 34.49068184123399]","[969, 34.07325398526336]","[91, 34.00337106957329]","[92, 33.63820244448694]"
"[98, 29.562470586908205]","[97, 25.626259854144575]","[9, 25.387298640625616]","[96, 24.91223585351737]","[95, 24.11168957157582]","[99, 21.883701989470374]","[969, 20.362432414819125]","[963, 20.222838312937135]","[923, 18.98401870506481]","[91, 18.761045826613696]"
"[902, 21.161236237439837]","[9, 20.913761697574632]","[98, 18.811277892387768]","[96, 16.934288197752856]","[937, 16.270341410485948]","[93, 15.927153866827023]","[900, 15.485064392108143]","[97, 14.897044141384843]","[984, 14.462556083968243]","[919, 13.733713998435391]"
"[98, 25.217109740236555]","[9, 24.486168715111138]","[93, 23.134550960414405]","[96, 21.48762789621066]","[95, 20.19173339546035]","[924, 20.07880229789444]","[919, 20.05626579060859]","[993, 19.650182297285067]","[928, 18.073801960720015]","[97, 17.64045880223663]"
"[98, 55.52896961412737]","[96, 50.196320211083396]","[95, 44.15400617915939]","[97, 43.9909369831932]","[9, 42.3813806330445]","[969, 39.964598970914125]","[92, 39.601498935692604]","[91, 39.39420616327949]","[99, 38.55170793635109]","[919, 38.344040011710746]"
"[96, 35.79972642959475]","[98, 34.295503772962554]","[95, 30.97148454373632]","[97, 29.740429853955003]","[92, 28.737832366117555]","[9, 27.330258374469853]","[99, 26.427734134068604]","[94, 26.186234924815317]","[91, 25.844642617139517]","[939, 24.79961130598238]"
"[9, 23.98287899086782]","[900, 22.063932596166538]","[902, 21.62180254463053]","[937, 18.719097373082697]","[98, 17.460325987571622]","[96, 15.97713069312253]","[93, 15.376886791329643]","[95, 13.392349330056742]","[97, 12.83075396970324]","[919, 12.592157823978281]"
"[937, 25.849571236727105]","[9, 25.51825128725516]","[902, 24.623635084727347]","[900, 23.21607353594454]","[98, 22.57776087348772]","[96, 20.947396711118117]","[93, 18.65151298280983]","[95, 17.69852071733839]","[984, 17.2668937357955]","[919, 16.68516896753529]"
"[9, 34.24707466428076]","[98, 31.908737931507105]","[93, 30.810391200719472]","[96, 27.47341783701657]","[919, 26.613732074348444]","[924, 24.902482610246754]","[993, 24.029301234464747]","[95, 22.723047137196442]","[937, 21.482370555427703]","[902, 20.8202141194948]"
"[98, 32.73099337410744]","[96, 30.89384237196927]","[97, 28.725543455179398]","[9, 28.31236949968985]","[99, 26.1185414814148]","[95, 25.962559934258493]","[963, 24.351668478160757]","[91, 24.13629540014832]","[92, 23.523839213816796]","[969, 23.38587609187729]"
"[98, 35.15974509856312]","[9, 30.80028344300404]","[96, 30.068421246234262]","[963, 29.587325650917027]","[97, 28.355522752364564]","[92, 27.91632147782518]","[95, 27.348003330722385]","[93, 26.808249112156844]","[99, 26.378550382643244]","[919, 26.29147142401329]"
"[9, 30.948499312200873]","[98, 30.66149815681178]","[902, 29.022450842886737]","[96, 28.726166777500087]","[93, 28.650682015504994]","[900, 26.455866615472445]","[919, 25.985489996421563]","[95, 25.05665423846353]","[99, 24.42524010023126]","[97, 24.308695565528804]"
"[98, 31.333141201832913]","[96, 29.823875754659092]","[95, 26.552192115789325]","[97, 24.951919861659846]","[92, 24.10367044624109]","[99, 23.679597865310136]","[91, 23.668756765356076]","[9, 23.38896630966846]","[919, 23.165301217868205]","[93, 21.63083566262424]"
"[98, 30.69418754384676]","[9, 26.453871644096314]","[96, 26.436459369539133]","[919, 25.588824012386326]","[97, 24.7190214033743]","[92, 24.691731716127432]","[963, 24.2531192684178]","[95, 23.458549623669704]","[99, 23.27883102437473]","[93, 22.847858414104184]"
"[98, 41.3015297401721]","[96, 37.730823624235185]","[9, 35.08243727189356]","[95, 33.487467496130535]","[97, 33.132550447528025]","[92, 31.38514473203632]","[924, 30.348893912678022]","[919, 30.09119540667047]","[969, 29.894915335111186]","[93, 29.592078310761742]"
"[98, 32.01414209255447]","[9, 31.23648859583984]","[96, 27.49164106190605]","[93, 27.053422213277923]","[924, 26.88589448741229]","[95, 24.947654235653776]","[919, 24.154855255927217]","[97, 24.00126800497899]","[993, 22.414621044340244]","[928, 21.493608590655352]"
"[98, 34.338487144818934]","[96, 30.189705182241035]","[97, 27.945842627486982]","[9, 27.618992276306678]","[93, 26.69487155426915]","[95, 26.43070300368705]","[963, 26.41338673525852]","[924, 26.236433769725092]","[919, 24.738930498586516]","[99, 24.713014996254117]"
"[98, 26.8591280843154]","[9, 24.893760712158915]","[97, 23.87880736297909]","[96, 22.490755126358636]","[99, 21.2459736943602]","[956, 20.87900477001064]","[92, 20.290490348534632]","[963, 19.39556090724411]","[95, 19.3423966139481]","[91, 19.29630971221991]"
"[98, 35.62946107287331]","[9, 32.18266152926574]","[97, 27.04569155642362]","[963, 25.78232525826928]","[99, 25.744211498451197]","[96, 25.49698817676002]","[923, 24.372743988595555]","[95, 23.22319183099768]","[93, 23.194910847403488]","[91, 22.697968924524023]"
"[98, 35.803797125494754]","[96, 33.78241443393415]","[95, 29.392474001263636]","[91, 27.337285925434742]","[9, 26.89264469620542]","[97, 26.882184832932822]","[99, 26.58916276104599]","[969, 26.539207225114826]","[919, 24.974248261651503]","[92, 24.4210411138148]"
"[98, 38.3611335175885]","[96, 33.95024298861554]","[95, 31.341465655214105]","[969, 29.85340165529754]","[97, 29.75110563231005]","[99, 29.66556095704711]","[9, 28.978237458489556]","[91, 28.393875379230337]","[959, 28.37795362331289]","[92, 27.965637578199672]"
"[900, 22.56481530413115]","[902, 22.131882305939186]","[9, 22.05844051617761]","[937, 20.531271512290797]","[98, 19.87102699421993]","[96, 17.690522886798483]","[93, 14.73243261513605]","[990, 14.689380937290963]","[97, 14.408263889320548]","[95, 14.402143204456483]"
"[96, 21.73735382401732]","[98, 21.05503668932484]","[95, 18.604395556533483]","[919, 17.12943903509562]","[9, 16.29274194249457]","[91, 16.10966385900903]","[99, 15.684497494067118]","[97, 15.300903558726727]","[93, 14.81867469649842]","[92, 14.436607307232116]"
"[98, 42.408316387427014]","[97, 39.967818922786044]","[96, 38.89617092725919]","[99, 37.067468741408405]","[9, 36.80805325901231]","[969, 35.6563050154754]","[95, 35.33730004185842]","[91, 32.75203849242419]","[92, 31.55190126377945]","[959, 31.396827672125045]"
"[9, 21.952810853502008]","[902, 17.937370995487846]","[937, 17.52047854292388]","[900, 16.781586332283492]","[98, 16.340074142839708]","[990, 16.303910930617732]","[96, 13.851597260144402]","[97, 13.342154438524354]","[93, 13.279495772922953]","[988, 13.268514705597916]"
"[98, 44.53231477186433]","[96, 43.57863918340222]","[97, 37.26547684950331]","[95, 36.865030956185514]","[9, 33.36126042327057]","[92, 32.94900903098165]","[99, 31.780885888585267]","[91, 31.716379513941146]","[93, 31.693802123558708]","[919, 30.7047954050716]"
"[9, 32.46559924881914]","[93, 22.26297679190611]","[98, 21.457693871481045]","[919, 17.458295832935253]","[96, 15.965923090645477]","[936, 15.576739520303036]","[97, 14.344143317374453]","[95, 13.47956104673861]","[963, 13.231921723562847]","[924, 13.147430104277785]"
"[98, 24.628637773201277]","[9, 22.85079884526582]","[96, 20.803543439831255]","[97, 19.89528648005636]","[919, 18.581689204533426]","[93, 18.547715610730105]","[99, 18.355444913632894]","[95, 17.919657076808438]","[963, 17.78516210912533]","[92, 17.736493241141982]"
"[902, 25.70359730434834]","[900, 21.583385830680726]","[9, 20.790640152689573]","[98, 19.663572205617417]","[937, 18.73800810745429]","[96, 18.167575092728924]","[919, 14.776021015686325]","[95, 14.540364750598886]","[93, 14.311823321510824]","[97, 13.970611657883836]"
"[9, 23.697211162831266]","[98, 23.325118399274594]","[902, 19.916199609990805]","[96, 19.29459877085929]","[93, 19.206301516705274]","[937, 18.608734341762688]","[900, 17.676988484482866]","[919, 17.670420614482705]","[95, 15.854734760172022]","[924, 15.7190421913871]"
"[98, 25.216066922919033]","[96, 24.663444438255894]","[97, 21.12803108952887]","[95, 19.00422511515326]","[92, 18.910714073603]","[9, 18.42379464578471]","[93, 16.827341872746572]","[919, 16.540394441318234]","[91, 16.49089176529339]","[99, 16.454661141759214]"
"[9, 36.14774302079741]","[98, 30.631860090733]","[93, 27.17710805512394]","[96, 25.34227996488955]","[919, 22.562814092144304]","[936, 22.08656888512111]","[95, 22.075551973885926]","[97, 21.7809949844448]","[963, 21.138021014788766]","[924, 21.061100759582576]"
"[98, 29.554163962311478]","[96, 28.066081912501538]","[95, 24.764257917027155]","[97, 23.289315159044335]","[99, 21.663252547211002]","[969, 21.279736419727058]","[92, 21.25355834077775]","[9, 20.91998236610243]","[919, 20.911131537597665]","[928, 20.892930149791535]"
"[98, 25.93824960127652]","[9, 25.07248181442299]","[96, 23.3436295894977]","[99, 22.37389231206331]","[97, 22.00470246124438]","[95, 21.62253634955982]","[963, 21.03449745914947]","[91, 19.992458961421583]","[919, 19.781480141472237]","[956, 19.727461684865577]"
"[9, 21.890051665096433]","[93, 18.741674568171362]","[98, 18.40161464462268]","[919, 15.537225209961637]","[96, 14.730184428909212]","[924, 13.63776028735715]","[97, 12.980134131732166]","[936, 12.66554332302439]","[95, 12.324520289091149]","[922, 11.493871053879651]"
"[9, 27.579376343450654]","[937, 21.45704467858425]","[98, 20.252397760264678]","[902, 18.14034076928486]","[988, 18.130319534239085]","[93, 17.626641876362992]","[900, 16.1266549698551]","[96, 16.016638487162886]","[984, 15.412576785160283]","[990, 15.04254272703949]"
"[98, 36.66205090080062]","[93, 32.59842153876626]","[9, 31.6714658567533]","[924, 30.95518603401307]","[96, 30.894062690265706]","[919, 27.662946678105605]","[928, 27.296242695233666]","[95, 27.066891821793163]","[97, 26.037989251380758]","[993, 25.742347519268094]"
"[98, 23.29281163961533]","[96, 19.948132817841973]","[919, 18.795745527713134]","[9, 18.74389527944091]","[93, 17.25020942306546]","[92, 16.911779805280908]","[99, 16.343246562320115]","[97, 16.170196498113004]","[95, 16.06840588595356]","[91, 15.612082016108735]"
"[98, 27.257323650350074]","[902, 26.782914426530233]","[9, 25.450345154224237]","[96, 23.945637456410523]","[937, 23.4810969837616]","[900, 22.19690327630586]","[984, 20.189818904866925]","[93, 19.698013360541037]","[988, 19.15426552974896]","[924, 18.890272803314698]"
"[98, 42.47251521984596]","[96, 40.044631814733755]","[9, 39.35566670047311]","[963, 36.84238834612635]","[97, 36.15473650531362]","[95, 35.30040133395793]","[93, 35.0227680820473]","[92, 32.94837941530818]","[91, 32.106322947086696]","[99, 31.79444407006048]"
"[98, 43.08585490619777]","[96, 40.44681490348945]","[95, 35.643374409172445]","[97, 34.84602766084845]","[92, 32.68440260268472]","[9, 32.6463765863598]","[93, 32.13399733028229]","[919, 30.1605283546552]","[99, 29.77829627867681]","[924, 29.575172902870765]"
"[9, 26.514469088009086]","[937, 24.31877791299105]","[902, 24.24919376389047]","[900, 23.179600983021835]","[98, 22.983854311423727]","[93, 20.052570458137396]","[96, 19.720914069492512]","[919, 17.451180168085482]","[95, 15.86699653117021]","[97, 15.493227647159198]"
"[9, 21.31293838378892]","[937, 20.837764784053626]","[902, 19.081530543749256]","[900, 18.27289437077187]","[98, 16.010765320715304]","[96, 15.286654687050111]","[93, 14.89946752648966]","[97, 13.448959450495904]","[923, 13.38613097467286]","[919, 12.584116314835226]"
"[98, 37.050174958702776]","[96, 34.91297908942688]","[97, 34.88101037328261]","[91, 34.261359546652585]","[9, 33.49027476717831]","[95, 33.22658844461334]","[99, 32.6340421335906]","[969, 32.28001111497983]","[919, 30.75647455017135]","[963, 29.142973185806895]"
"[9, 27.702113356287764]","[902, 27.591397602835208]","[937, 25.125662072774833]","[98, 23.90741433395538]","[900, 23.79256142947909]","[96, 20.719778735305287]","[93, 20.3367501944136]","[919, 18.50993464694522]","[97, 17.87824229521667]","[984, 17.863691562158312]"
"[9, 24.144466419995382]","[98, 21.846374836948645]","[93, 20.655141667819013]","[96, 17.312139307278088]","[919, 17.270774968999874]","[924, 15.043031986782095]","[95, 14.34869768718596]","[928, 13.913470937797921]","[97, 13.83154749347801]","[91, 13.350449210111659]"
"[98, 49.1313435616719]","[9, 47.16246327384613]","[97, 45.12353015135121]","[96, 42.68879808939359]","[99, 42.285263432231936]","[969, 40.02850754162802]","[963, 39.55010499864658]","[91, 39.521745219610075]","[95, 38.94851250600032]","[92, 38.706611176442024]"
"[98, 34.806552350462674]","[96, 32.19697739117731]","[97, 30.866302094251026]","[95, 30.456091650862042]","[9, 28.630211603624478]","[99, 28.14676204631958]","[969, 27.97939856471186]","[91, 25.77605045285195]","[924, 25.00285457430283]","[94, 24.39273476654082]"
"[98, 30.949578385958006]","[96, 28.557957832346883]","[95, 25.06847239970236]","[97, 24.128410659804754]","[99, 23.412875755040403]","[919, 21.84897311941255]","[92, 21.7652429573939]","[969, 20.95062327300164]","[9, 20.802482203975238]","[963, 20.63971659899119]"
"[98, 27.73577596997831]","[97, 25.366729601465703]","[9, 25.179199559074313]","[96, 24.53360960944628]","[963, 22.753599420013867]","[91, 22.751494270217083]","[919, 22.189585333796213]","[99, 22.007839990963205]","[923, 21.981276920527222]","[945, 21.953863600262338]"
"[9, 21.2045332066923]","[937, 18.72487332629265]","[98, 18.713262489273866]","[902, 16.59950594653406]","[96, 16.14730986505398]","[984, 14.941702531907916]","[93, 13.726194356095599]","[990, 13.469701387960464]","[900, 13.094342649746341]","[989, 12.298707447334685]"
"[98, 23.194944338421084]","[9, 22.856540618385832]","[99, 19.674810214582482]","[96, 18.938741480105236]","[97, 18.1361654835618]","[963, 16.82128765624798]","[92, 16.781885638537684]","[923, 16.318560626251745]","[91, 15.904209625772838]","[919, 15.421489813412466]"
"[9, 29.84550463790246]","[98, 29.569482907994498]","[93, 28.267388495472215]","[96, 26.268299136290334]","[924, 24.67179414503067]","[919, 23.991116425735378]","[95, 23.0813995477947]","[97, 22.044024076384666]","[928, 21.840774901597626]","[993, 20.60562272306121]"
"[96, 41.49209895488389]","[98, 40.459714042401444]","[95, 36.97844211904904]","[92, 35.40888533218964]","[9, 34.295330120623156]","[97, 33.76143994245812]","[919, 31.73144114698742]","[99, 31.626454602525193]","[969, 31.280005438203794]","[91, 30.89867325477758]"
"[98, 33.42013990456418]","[96, 28.565804644327436]","[9, 27.847364594475028]","[924, 27.20266900286815]","[93, 26.434852919221523]","[95, 25.6192073598909]","[928, 24.9907485584999]","[919, 23.924291536850642]","[97, 23.71131154396828]","[926, 22.553609797577717]"
"[9, 33.22910135052771]","[96, 32.29883145628354]","[98, 31.688505023320154]","[93, 28.884017296285418]","[963, 28.130464913127458]","[97, 27.850768003720958]","[95, 26.39101837160176]","[92, 25.700252859338292]","[99, 25.389391952728218]","[919, 25.373638896698274]"
"[98, 30.116398690140432]","[97, 28.47010965291132]","[96, 28.060126146898003]","[99, 27.605614630641252]","[91, 27.259789174031475]","[9, 27.218220894412145]","[969, 26.339402993995183]","[95, 26.207151264308244]","[963, 24.312284282205194]","[945, 23.309236434450398]"
"[96, 26.426118025748732]","[98, 25.90733800223516]","[95, 22.099817615669785]","[9, 21.743478386619408]","[91, 21.024564918921392]","[92, 20.861024365287236]","[97, 20.832167865599047]","[93, 20.416031088802555]","[919, 20.088889601905155]","[963, 19.97149364485718]"
"[9, 22.76568892495395]","[98, 21.812754277935916]","[96, 19.59801517862206]","[902, 19.353993146476594]","[937, 18.387713992729132]","[97, 17.8372538467592]","[95, 17.475364643150815]","[900, 17.250258955968246]","[99, 17.177468024011635]","[93, 16.41190610098929]"
"[98, 31.508000572748976]","[9, 29.529822925220063]","[96, 26.29987363241091]","[93, 25.1932235586106]","[924, 24.079919601832476]","[95, 22.535142682476433]","[97, 22.037215939143554]","[919, 21.04329090174335]","[928, 20.932953891091238]","[993, 20.485269212467546]"
"[98, 25.67458506027283]","[9, 23.18933261126961]","[96, 22.682234990869702]","[95, 21.85098335321751]","[97, 21.40321832285807]","[99, 19.04439358525349]","[92, 18.11610493711167]","[963, 17.791583683510513]","[93, 17.384143503436842]","[919, 17.080684708250157]"
"[9, 17.278035469483168]","[902, 17.07724764843004]","[98, 16.51899899235545]","[900, 16.24371091408183]","[96, 15.696344132180016]","[937, 14.793322719855281]","[95, 13.825577095114607]","[988, 13.552504111614605]","[93, 13.015903554463646]","[97, 12.851769033177458]"
"[98, 21.840305616645367]","[9, 20.47218321333856]","[96, 19.47635789917784]","[97, 19.460158819603087]","[99, 18.86141446532099]","[91, 18.08372329074411]","[92, 16.98352182619847]","[969, 16.80712381954911]","[963, 16.760201845196768]","[93, 16.43606526584056]"
"[98, 35.50979825114641]","[96, 30.72698678863792]","[9, 29.584419039106834]","[924, 29.339657058552017]","[93, 26.373827929053416]","[95, 26.36917124494583]","[928, 26.1028756385437]","[919, 25.823032638994707]","[993, 25.006232058799757]","[97, 24.94924440039392]"
"[98, 25.31315670020964]","[97, 22.570682216663766]","[96, 20.25628042534573]","[9, 20.032432286575677]","[95, 19.413267746241733]","[99, 19.387851175953543]","[945, 17.971802329313824]","[923, 17.6786161926908]","[91, 16.879867063731073]","[963, 16.487400043300273]"
